hersteller,modell,typ,segment,land,montagearten,laenge_cm,breite_cm,eigengewicht_kg,traglast_dyn_kg,traglast_dyn_pro_traeger_kg,traglast_stat_kg,preis_eur,url,traglast_quelle,traglast_konfidenz,traglast_notiz,quelle
Yakima,LockNLoad Platform,"Schwerlast-Plattform Alu, dachzelttauglich",Offroad-Plattform,US,"LockNLoad-Beine, Fixpunkt- oder Schienenmontage (fahrzeugspezifisch)",165.0,193.0,,150,,,,https://de.yakima.com/products/locknload-platform,https://assets.yakima.com/product/instructions/9820378/1,hoch,Groesse J = 1650x1930 mm laut Variantenliste auf de.yakima.com. Statik nicht produktspezifisch veroeffentlicht. Kein groessenspezifisches Eigengewicht fuer J veroeffentlicht.,"de.yakima.com, escape4x4.de"
Hapro,Cronos Aero,"Querträger Alu, Aero-Profil (Marke primär Dachboxen)",PKW-Querträger,NL,"Offene/bündige Reling, Klemm",,,,100,,,150.0,https://hitdachboxen.de/hapro/dachtraeger/,https://hitdachboxen.de/shop/dachtraeger/cronos-aero/dachtraeger-hapro-cronos-aero-1-aluminium/,hoch,"Offizieller Hapro-Shop (HIT), Spezifikationstabelle Cronos Aero 1 Alu, Art. 31110, mit verlinktem Handbuch-PDF. Aero 2 und 3 unterscheiden sich nur in der Fahrzeugkompatibilitaet.",hitdachboxen.de
AURILIS Group (Flex),Aurilis Original / Pro,"Querträger fahrzeugspezifisch, Alu (Original) / Stahl (Pro, NFZ); OE-Zulieferer, über ATU",Budget/Universal,FR,"Klemm, offene Reling, Fixpunkt (Pro)",,,,,,,60.0,https://www.atu.de/,,,"Bewusst leer: AURILIS betreibt keine oeffentliche Produktseite mit Datenblatt, ATU listet die Marke nicht mit Traglastangabe. Im Handel kursieren je nach Modell 75/80/100 kg - kein belegbarer einheitlicher Systemwert.","atu.de, ebay.de"
Front Runner (Dometic),Slimline II,"Plattform, T-Nut-Modulsystem (Längen 75-277 cm in ~20-cm-Schritten, Breiten 116,5-147,5 cm)",Offroad-Plattform,ZA,"Fahrzeugspezifische Kits: Grab-On (Reling), Gutter-Mount (Regenrinne), Track-/Fixpunkt",135.8,125.5,35.0,,,300.0,1055.0,https://www.dometic.com/de-de/kategorie/rack-systems,,,"Front Runner/Dometic nennt bewusst keine Traglast für die Slimline-II-Plattform, sondern verweist auf die zulässige Dachlast des Fahrzeugs. Auch die Universal-Montageanleitung RRSTUNI (F_RRSTUNI_DE.pdf) enthält keine kg-Angabe. Eigengewicht im Eingabedatensatz bereits vorhanden.","tour-tec.de, landy-scheune.de, goodcamper.de ('getestet bis 300 kg', Fahrzeug-Dachlast maßgeblich)"
Front Runner (Dometic),Slimline II,"Plattform, T-Nut-Modulsystem (Längen 75-277 cm in ~20-cm-Schritten, Breiten 116,5-147,5 cm)",Offroad-Plattform,ZA,"Fahrzeugspezifische Kits: Grab-On (Reling), Gutter-Mount (Regenrinne), Track-/Fixpunkt",156.0,125.5,,,,300.0,1219.0,https://www.dometic.com/de-de/kategorie/rack-systems,,,"Keine Herstellerangabe zur Traglast (nur Verweis auf Fahrzeug-Dachlast). Eigengewicht der reinen Plattform 1560x1255 mm wird von Front Runner/Dometic nicht veröffentlicht (Spezifikationsblock der Produktseiten wird per JS nachgeladen und blieb leer); Händler nennen abweichende Kit-'installed weights' 26-28 kg, daher nicht übernommen.","tour-tec.de, landy-scheune.de, goodcamper.de ('getestet bis 300 kg', Fahrzeug-Dachlast maßgeblich)"
Front Runner (Dometic),Slimline II,"Plattform, T-Nut-Modulsystem (Längen 75-277 cm in ~20-cm-Schritten, Breiten 116,5-147,5 cm)",Offroad-Plattform,ZA,"Fahrzeugspezifische Kits: Grab-On (Reling), Gutter-Mount (Regenrinne), Track-/Fixpunkt",156.0,157.5,,,,300.0,1658.0,https://www.dometic.com/de-de/kategorie/rack-systems,,,"Keine Herstellerangabe zur Traglast. Eigengewicht der Plattform 1560x1575 mm vom Hersteller nicht veröffentlicht; nur Kit-'installed weights' bei Händlern, daher null.","tour-tec.de, landy-scheune.de, goodcamper.de ('getestet bis 300 kg', Fahrzeug-Dachlast maßgeblich)"
Front Runner (Dometic),Slimline II,"Plattform, T-Nut-Modulsystem (Längen 75-277 cm in ~20-cm-Schritten, Breiten 116,5-147,5 cm)",Offroad-Plattform,ZA,"Fahrzeugspezifische Kits: Grab-On (Reling), Gutter-Mount (Regenrinne), Track-/Fixpunkt",257.0,157.0,,,,300.0,2474.0,https://www.dometic.com/de-de/kategorie/rack-systems,,,"Keine Herstellerangabe zur Traglast. Eigengewicht der Plattform 2570x1570 mm vom Hersteller nicht veröffentlicht; nur Kit-'installed weights' bei Händlern, daher null.","tour-tec.de, landy-scheune.de, goodcamper.de ('getestet bis 300 kg', Fahrzeug-Dachlast maßgeblich)"
Rhino-Rack,Pioneer 6 Plattform (Gen 6),"Plattform Alu (Gen 6: ~20% leichter, bis 60% weniger Luftwiderstand)",Offroad-Plattform,AU,"Auf Backbone, Vortex-/HD-Querträgern oder Fußkits; Zubehör via Zwifloc-Nutensteine",90.0,143.0,12.5,,,,747.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://assets.rhinorack.com/Instructions/Platforms/Pioneer-6-series/520-RFI-00132%20PIONEER%20SERIES%206%20Fitting%20Instruction.pdf,hoch,"Groesse 900x1430 mm = Art. 62112. Rhino-Rack veroeffentlicht keine feste Traglast fuer die Plattform selbst: dynamisch = Fahrzeug-Dachlast minus Systemgewicht (OR = VLL - SW), statisch nur im fahrzeugspezifischen Fit Chart (dort z.B. 200 bzw. 300 kg). Daher null.","mehari-offroad.de, taubenreuther.de, tour-tec.de"
Rhino-Rack,Pioneer 6 Plattform (Gen 6),"Plattform Alu (Gen 6: ~20% leichter, bis 60% weniger Luftwiderstand)",Offroad-Plattform,AU,"Auf Backbone, Vortex-/HD-Querträgern oder Fußkits; Zubehör via Zwifloc-Nutensteine",130.0,124.0,14.8,,,,895.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://assets.rhinorack.com/Instructions/Platforms/Pioneer-6-series/520-RFI-00132%20PIONEER%20SERIES%206%20Fitting%20Instruction.pdf,hoch,"Groesse 1300x1240 mm = Art. 62109. Traglast nur fahrzeugspezifisch veroeffentlicht (Fit Chart / Load Rating Calculator), daher null.","mehari-offroad.de, taubenreuther.de, tour-tec.de"
Rhino-Rack,Pioneer 6 Plattform (Gen 6),"Plattform Alu (Gen 6: ~20% leichter, bis 60% weniger Luftwiderstand)",Offroad-Plattform,AU,"Auf Backbone, Vortex-/HD-Querträgern oder Fußkits; Zubehör via Zwifloc-Nutensteine",130.0,138.0,16.9,,,,899.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://assets.rhinorack.com/Instructions/Platforms/Pioneer-6-series/520-RFI-00132%20PIONEER%20SERIES%206%20Fitting%20Instruction.pdf,hoch,"Groesse 1300x1380 mm = Art. 62110. Traglast nur fahrzeugspezifisch veroeffentlicht, daher null.","mehari-offroad.de, taubenreuther.de, tour-tec.de"
Rhino-Rack,Pioneer 6 Plattform (Gen 6),"Plattform Alu (Gen 6: ~20% leichter, bis 60% weniger Luftwiderstand)",Offroad-Plattform,AU,"Auf Backbone, Vortex-/HD-Querträgern oder Fußkits; Zubehör via Zwifloc-Nutensteine",130.0,143.0,17.1,,,,949.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://assets.rhinorack.com/Instructions/Platforms/Pioneer-6-series/520-RFI-00132%20PIONEER%20SERIES%206%20Fitting%20Instruction.pdf,hoch,"Groesse 1300x1430 mm = Art. 62111. Traglast nur fahrzeugspezifisch veroeffentlicht, daher null.","mehari-offroad.de, taubenreuther.de, tour-tec.de"
Rhino-Rack,Pioneer 6 Plattform (Gen 6),"Plattform Alu (Gen 6: ~20% leichter, bis 60% weniger Luftwiderstand)",Offroad-Plattform,AU,"Auf Backbone, Vortex-/HD-Querträgern oder Fußkits; Zubehör via Zwifloc-Nutensteine",150.0,124.0,16.2,,,,915.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://assets.rhinorack.com/Instructions/Platforms/Pioneer-6-series/520-RFI-00132%20PIONEER%20SERIES%206%20Fitting%20Instruction.pdf,hoch,"Groesse 1500x1240 mm = Art. 62100. Traglast nur fahrzeugspezifisch veroeffentlicht, daher null.","mehari-offroad.de, taubenreuther.de, tour-tec.de"
Rhino-Rack,Pioneer 6 Plattform (Gen 6),"Plattform Alu (Gen 6: ~20% leichter, bis 60% weniger Luftwiderstand)",Offroad-Plattform,AU,"Auf Backbone, Vortex-/HD-Querträgern oder Fußkits; Zubehör via Zwifloc-Nutensteine",150.0,138.0,18.6,,,,999.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://assets.rhinorack.com/Instructions/Platforms/Pioneer-6-series/520-RFI-00132%20PIONEER%20SERIES%206%20Fitting%20Instruction.pdf,hoch,"Groesse 1500x1380 mm = Art. 62101. Traglast nur fahrzeugspezifisch veroeffentlicht, daher null.","mehari-offroad.de, taubenreuther.de, tour-tec.de"
Rhino-Rack,Pioneer 6 Plattform (Gen 6),"Plattform Alu (Gen 6: ~20% leichter, bis 60% weniger Luftwiderstand)",Offroad-Plattform,AU,"Auf Backbone, Vortex-/HD-Querträgern oder Fußkits; Zubehör via Zwifloc-Nutensteine",150.0,143.0,18.8,,,,1085.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://assets.rhinorack.com/Instructions/Platforms/Pioneer-6-series/520-RFI-00132%20PIONEER%20SERIES%206%20Fitting%20Instruction.pdf,hoch,"Groesse 1500x1430 mm = Art. 62113. Traglast nur fahrzeugspezifisch veroeffentlicht, daher null.","mehari-offroad.de, taubenreuther.de, tour-tec.de"
Rhino-Rack,Pioneer 6 Plattform (Gen 6),"Plattform Alu (Gen 6: ~20% leichter, bis 60% weniger Luftwiderstand)",Offroad-Plattform,AU,"Auf Backbone, Vortex-/HD-Querträgern oder Fußkits; Zubehör via Zwifloc-Nutensteine",180.0,143.0,23.9,,,,1229.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://assets.rhinorack.com/Instructions/Platforms/Pioneer-6-series/520-RFI-00132%20PIONEER%20SERIES%206%20Fitting%20Instruction.pdf,hoch,"Groesse 1800x1430 mm = Art. 62108. Traglast nur fahrzeugspezifisch veroeffentlicht, daher null.","mehari-offroad.de, taubenreuther.de, tour-tec.de"
Rhino-Rack,Pioneer 6 Plattform (Gen 6),"Plattform Alu (Gen 6: ~20% leichter, bis 60% weniger Luftwiderstand)",Offroad-Plattform,AU,"Auf Backbone, Vortex-/HD-Querträgern oder Fußkits; Zubehör via Zwifloc-Nutensteine",190.0,124.0,21.4,,,,1049.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://assets.rhinorack.com/Instructions/Platforms/Pioneer-6-series/520-RFI-00132%20PIONEER%20SERIES%206%20Fitting%20Instruction.pdf,hoch,"Groesse 1900x1240 mm = Art. 62102. Traglast nur fahrzeugspezifisch veroeffentlicht, daher null.","mehari-offroad.de, taubenreuther.de, tour-tec.de"
Rhino-Rack,Pioneer 6 Plattform (Gen 6),"Plattform Alu (Gen 6: ~20% leichter, bis 60% weniger Luftwiderstand)",Offroad-Plattform,AU,"Auf Backbone, Vortex-/HD-Querträgern oder Fußkits; Zubehör via Zwifloc-Nutensteine",190.0,138.0,24.5,,,,1115.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://assets.rhinorack.com/Instructions/Platforms/Pioneer-6-series/520-RFI-00132%20PIONEER%20SERIES%206%20Fitting%20Instruction.pdf,hoch,"Groesse 1900x1380 mm = Art. 62103. Traglast nur fahrzeugspezifisch veroeffentlicht, daher null.","mehari-offroad.de, taubenreuther.de, tour-tec.de"
Rhino-Rack,Pioneer 6 Plattform (Gen 6),"Plattform Alu (Gen 6: ~20% leichter, bis 60% weniger Luftwiderstand)",Offroad-Plattform,AU,"Auf Backbone, Vortex-/HD-Querträgern oder Fußkits; Zubehör via Zwifloc-Nutensteine",210.0,124.0,22.8,,,,1135.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://assets.rhinorack.com/Instructions/Platforms/Pioneer-6-series/520-RFI-00132%20PIONEER%20SERIES%206%20Fitting%20Instruction.pdf,hoch,"Groesse 2100x1240 mm = Art. 62107. Traglast nur fahrzeugspezifisch veroeffentlicht, daher null.","mehari-offroad.de, taubenreuther.de, tour-tec.de"
Rhino-Rack,Pioneer 6 Plattform (Gen 6),"Plattform Alu (Gen 6: ~20% leichter, bis 60% weniger Luftwiderstand)",Offroad-Plattform,AU,"Auf Backbone, Vortex-/HD-Querträgern oder Fußkits; Zubehör via Zwifloc-Nutensteine",210.0,143.0,26.5,,,,1227.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://assets.rhinorack.com/Instructions/Platforms/Pioneer-6-series/520-RFI-00132%20PIONEER%20SERIES%206%20Fitting%20Instruction.pdf,hoch,"Groesse 2100x1430 mm = Art. 62104. Traglast nur fahrzeugspezifisch veroeffentlicht, daher null.","mehari-offroad.de, taubenreuther.de, tour-tec.de"
Rhino-Rack,Pioneer 6 Plattform (Gen 6),"Plattform Alu (Gen 6: ~20% leichter, bis 60% weniger Luftwiderstand)",Offroad-Plattform,AU,"Auf Backbone, Vortex-/HD-Querträgern oder Fußkits; Zubehör via Zwifloc-Nutensteine",250.0,158.0,32.5,,,,1565.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://assets.rhinorack.com/Instructions/Platforms/Pioneer-6-series/520-RFI-00132%20PIONEER%20SERIES%206%20Fitting%20Instruction.pdf,hoch,"Groesse 2500x1580 mm = Art. 62106 (nur als Flatpack 62106F). Traglast nur fahrzeugspezifisch veroeffentlicht, daher null.","mehari-offroad.de, taubenreuther.de, tour-tec.de"
Rhino-Rack,Pioneer 6 Plattform (Gen 6),"Plattform Alu (Gen 6: ~20% leichter, bis 60% weniger Luftwiderstand)",Offroad-Plattform,AU,"Auf Backbone, Vortex-/HD-Querträgern oder Fußkits; Zubehör via Zwifloc-Nutensteine",270.0,147.2,34.4,,,,1679.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://assets.rhinorack.com/Instructions/Platforms/Pioneer-6-series/520-RFI-00132%20PIONEER%20SERIES%206%20Fitting%20Instruction.pdf,hoch,"Groesse 2700x1472 mm = Art. 62105. Traglast nur fahrzeugspezifisch veroeffentlicht, daher null.","mehari-offroad.de, taubenreuther.de, tour-tec.de"
Rhino-Rack,Pioneer NG Plattform,"Plattform Alu, Seitenreling optional",Offroad-Plattform,AU,Auf Backbone oder Querträgern,132.8,137.6,21.0,,,,878.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://www.rhinorack.com/en-au/products/roof-racks/roof-trays/pioneer-platforms/pioneer-5-platform-1328mm-x-1376mm-_52110,hoch,Groesse 1328x1376 mm = Art. 52110 (Pioneer NG / Pioneer 5). Reiter 'Load Rating' der Produktseite nennt keine Zahl; Traglast nur fahrzeugspezifisch. Daher null.,"mehari-offroad.de, world-of-nanook.com"
Rhino-Rack,Pioneer NG Plattform,"Plattform Alu, Seitenreling optional",Offroad-Plattform,AU,Auf Backbone oder Querträgern,132.8,142.6,21.1,,,,930.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://www.rhinorack.com/en-au/products/roof-racks/roof-trays/pioneer-platforms/pioneer-5-platform-1328mm-x-1426mm-_52111,hoch,Groesse 1328x1426 mm = Art. 52111 (Pioneer NG / Pioneer 5). Reiter 'Load Rating' der Produktseite nennt keine Zahl; Traglast nur fahrzeugspezifisch. Daher null.,"mehari-offroad.de, world-of-nanook.com"
Rhino-Rack,Pioneer NG Plattform,"Plattform Alu, Seitenreling optional",Offroad-Plattform,AU,Auf Backbone oder Querträgern,152.8,137.6,21.7,,,,967.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://www.rhinorack.com/en-au/products/roof-racks/roof-trays/pioneer-platforms/pioneer-platform-1528mm-x-1376mm-_52101,hoch,Groesse 1528x1376 mm = Art. 52101 (Pioneer NG / Pioneer 5). Reiter 'Load Rating' der Produktseite nennt keine Zahl; Traglast nur fahrzeugspezifisch. Daher null.,"mehari-offroad.de, world-of-nanook.com"
Rhino-Rack,Pioneer NG Plattform,"Plattform Alu, Seitenreling optional",Offroad-Plattform,AU,Auf Backbone oder Querträgern,182.8,142.6,32.0,,,,1099.0,https://www.rhinorack.com/de-de/products/roof/roof-trays,https://www.rhinorack.com/en-au/products/roof-racks/roof-trays/pioneer-platforms/pioneer-platform-1828mm-x-1426mm-_52108,hoch,Groesse 1828x1426 mm = Art. 52108 (Pioneer NG / Pioneer 5). Reiter 'Load Rating' der Produktseite nennt keine Zahl; Traglast nur fahrzeugspezifisch. Daher null.,"mehari-offroad.de, world-of-nanook.com"
Rhino-Rack,Vortex / Heavy Duty Querträger + Backbone,"Querträger (Vortex: Aero-Alu, HD: verstärkt) + Backbone-Basissystem",Offroad-Plattform,AU,"Fahrzeugspezifische Fußkits (RL/RLT/RCH), Backbone erhöht zulässige Dachlast durch Lastabtrag",,,,,,,,https://www.rhinorack.com/de-de/products/roof/cross-bar-roof-racks,,,Sammel-Datensatz ohne Artikelnummer und ohne Masse (Vortex- bzw. Heavy-Duty-Querträger plus Backbone). Rhino-Rack nennt Traglast und Systemgewicht nur je konkretem Kit und Fahrzeug im Fit Chart (Beispiel 2500 RS Vortex Zweitraeger-System: 75 kg); eine Uebertragung auf diesen generischen Eintrag waere eine Ableitung. Daher alle Werte null.,"taubenreuther.de, 4x4kiefer.de, ktec-shop.de"
ARB,BASE Rack,"Plattform, geschweißtes Alu-Strangpressprofil, flach ohne Unterverstrebung",Offroad-Plattform,AU,Fahrzeugspezifische Fußkits + Windabweiser; Generalimporteur Taubenreuther,125.5,115.5,12.7,125,,,565.0,https://www.arb.com.au/base-rack/,https://arbeurope.com/roof-racks/arb-base-rack/sizes-guard-rail-systems/,hoch,"ARB veroeffentlicht nur eine 'carrying capacity' des Racks, keine getrennte statische Angabe. Zusaetzlich max. 25 kg je Beam (ARB Assist). Netto-Nutzlast = Kapazitaet minus Rackgewicht und Montagekit, begrenzt durch die Fahrzeug-Dachlast. Eigengewicht war bereits gefuellt.","matsch-und-piste.de, taubenreuther.de"
ARB,BASE Rack,"Plattform, geschweißtes Alu-Strangpressprofil, flach ohne Unterverstrebung",Offroad-Plattform,AU,Fahrzeugspezifische Fußkits + Windabweiser; Generalimporteur Taubenreuther,125.5,128.5,14.3,125,,,,https://www.arb.com.au/base-rack/,https://arbeurope.com/roof-racks/arb-base-rack/sizes-guard-rail-systems/,hoch,Keine getrennte statische Angabe veroeffentlicht; max. 25 kg je Beam. Eigengewicht war bereits gefuellt.,"matsch-und-piste.de, taubenreuther.de"
ARB,BASE Rack,"Plattform, geschweißtes Alu-Strangpressprofil, flach ohne Unterverstrebung",Offroad-Plattform,AU,Fahrzeugspezifische Fußkits + Windabweiser; Generalimporteur Taubenreuther,154.5,128.5,17.1,150,,,,https://www.arb.com.au/base-rack/,https://arbeurope.com/roof-racks/arb-base-rack/sizes-guard-rail-systems/,hoch,Keine getrennte statische Angabe veroeffentlicht; max. 25 kg je Beam. Eigengewicht war bereits gefuellt.,"matsch-und-piste.de, taubenreuther.de"
ARB,BASE Rack,"Plattform, geschweißtes Alu-Strangpressprofil, flach ohne Unterverstrebung",Offroad-Plattform,AU,Fahrzeugspezifische Fußkits + Windabweiser; Generalimporteur Taubenreuther,183.5,115.5,18.5,175,,,,https://www.arb.com.au/base-rack/,https://arbeurope.com/roof-racks/arb-base-rack/sizes-guard-rail-systems/,hoch,Keine getrennte statische Angabe veroeffentlicht; max. 25 kg je Beam. Eigengewicht war bereits gefuellt.,"matsch-und-piste.de, taubenreuther.de"
ARB,BASE Rack,"Plattform, geschweißtes Alu-Strangpressprofil, flach ohne Unterverstrebung",Offroad-Plattform,AU,Fahrzeugspezifische Fußkits + Windabweiser; Generalimporteur Taubenreuther,183.5,128.5,19.9,175,,,,https://www.arb.com.au/base-rack/,https://arbeurope.com/roof-racks/arb-base-rack/sizes-guard-rail-systems/,hoch,Keine getrennte statische Angabe veroeffentlicht; max. 25 kg je Beam. Eigengewicht war bereits gefuellt.,"matsch-und-piste.de, taubenreuther.de"
ARB,BASE Rack,"Plattform, geschweißtes Alu-Strangpressprofil, flach ohne Unterverstrebung",Offroad-Plattform,AU,Fahrzeugspezifische Fußkits + Windabweiser; Generalimporteur Taubenreuther,212.5,128.5,22.8,200,,,,https://www.arb.com.au/base-rack/,https://arbeurope.com/roof-racks/arb-base-rack/sizes-guard-rail-systems/,hoch,Keine getrennte statische Angabe veroeffentlicht; max. 25 kg je Beam. Eigengewicht war bereits gefuellt.,"matsch-und-piste.de, taubenreuther.de"
Eezi-Awn,K9 Roof Rack,"Plattform, Alu-Strangpressprofil mit umlaufender T-Nut (Längen ca. 120-280 cm)",Offroad-Plattform,ZA,"Fahrzeugspezifische Fußkits (u.a. Regenrinne, Hardtop)",180.0,140.0,,,,,1375.0,https://eezi-awn.com/de/product/eezi-awn-k9-roof-racks/,,,"Eezi-Awn veroeffentlicht auf der eigenen K9-Produktseite weder Traglast noch Eigengewicht. US-Haendler nennen 500 lbs dyn. / 1000 lbs stat., aber ausdruecklich als 'not a warrantied or guaranteed capacity' und bezogen auf einen 2,2-m-Traeger - daher nicht uebernommen.","mehari-offroad.de, moesch-offroad.ch, kenucamp.de"
Eezi-Awn,K9 Roof Rack,"Plattform, Alu-Strangpressprofil mit umlaufender T-Nut (Längen ca. 120-280 cm)",Offroad-Plattform,ZA,"Fahrzeugspezifische Fußkits (u.a. Regenrinne, Hardtop)",280.0,140.0,,,,,110.0,https://eezi-awn.com/de/product/eezi-awn-k9-roof-racks/,,,Eezi-Awn veroeffentlicht auf der eigenen K9-Produktseite weder Traglast noch Eigengewicht. Haendlerangaben (500/1000 lbs) sind ausdruecklich unverbindlich - daher nicht uebernommen.,"mehari-offroad.de, moesch-offroad.ch, kenucamp.de"
Upracks,Alu-Dachträger Plattform,"Plattform, schwarz pulverbeschichtet, geschweißt",Offroad-Plattform,IT,Plattform ohne Fußsatz; fahrzeugspezifische/Regenrinnen-Fußsätze separat,143.2,90.7,14,,,,790.0,https://www.upracks.it/,https://allrad-nord.de/produkt/upracks-dachtraeger-alu-schwarz-1432-x-907-ohne-fusssatz/,mittel,Upracks veroeffentlicht keine Traglast des Traegersystems - Herstellerseite und Katalog verweisen nur auf die max. Dachlast des Fahrzeugs. Eigengewicht aus Haendler-Produktdaten (identischer Herstellertext bei mehreren Haendlern); Herstellerseite nennt nur die Spanne 14-34 kg.,"allrad-nord.de, daktec.de, 4x4kiefer.de, mehari-offroad.de"
Upracks,Alu-Dachträger Plattform,"Plattform, schwarz pulverbeschichtet, geschweißt",Offroad-Plattform,IT,Plattform ohne Fußsatz; fahrzeugspezifische/Regenrinnen-Fußsätze separat,143.2,109.7,11,,,,835.0,https://www.upracks.it/,https://ks-tuning.de/ford/ford-ranger-2ab-ab-bj-12/ford-ranger-2ab-ab-bj-12-dachgepaecktraeger/ford-ranger-2ab-ab-bj-12-dachgepaecktraeger-upracks/upracks-dachtraeger-alu-schwarz-1432-x-1097mm-ohne-fusssatz.html,mittel,"Keine Traglastangabe des Herstellers. ACHTUNG Datenwiderspruch: 11 kg liegt unter dem kleineren Modell 1432x907 (14 kg) und unter der Hersteller-Spanne 14-34 kg; Wert steht so identisch bei zwei Haendlern (ks-tuning, allrad-nord), vermutlich Tippfehler in den Herstellerdaten - vor Verwendung pruefen.","allrad-nord.de, daktec.de, 4x4kiefer.de, mehari-offroad.de"
Upracks,Alu-Dachträger Plattform,"Plattform, schwarz pulverbeschichtet, geschweißt",Offroad-Plattform,IT,Plattform ohne Fußsatz; fahrzeugspezifische/Regenrinnen-Fußsätze separat,143.2,128.7,17,,,,900.0,https://www.upracks.it/,https://allrad-nord.de/produkt/upracks-dachtraeger-alu-schwarz-1432-x-1287mm-ohne-fusssatz-kopie/,mittel,"Upracks veroeffentlicht keine Traglast des Traegersystems, nur Verweis auf max. Dachlast des Fahrzeugs. Eigengewicht aus Haendler-Produktdaten (Herstellertext).","allrad-nord.de, daktec.de, 4x4kiefer.de, mehari-offroad.de"
Upracks,Alu-Dachträger Plattform,"Plattform, schwarz pulverbeschichtet, geschweißt",Offroad-Plattform,IT,Plattform ohne Fußsatz; fahrzeugspezifische/Regenrinnen-Fußsätze separat,178.6,109.7,18,,,,919.0,https://www.upracks.it/,https://ks-tuning.de/hyundai/hyundai-santa-fe/hyundai-santa-fe-dachgepaecktraeger/hyundai-santa-fe-dachgepaecktraeger-upracks/upracks-dachtraeger-alu-schwarz-1786-x-1097mm-ohne-fusssatz.html,mittel,"Upracks veroeffentlicht keine Traglast des Traegersystems, nur Verweis auf max. Dachlast des Fahrzeugs. Eigengewicht aus Haendler-Produktdaten (Herstellertext).","allrad-nord.de, daktec.de, 4x4kiefer.de, mehari-offroad.de"
Upracks,Alu-Dachträger Plattform,"Plattform, schwarz pulverbeschichtet, geschweißt",Offroad-Plattform,IT,Plattform ohne Fußsatz; fahrzeugspezifische/Regenrinnen-Fußsätze separat,178.6,128.7,20,,,,990.0,https://www.upracks.it/,https://www.ks-tuning.de/hummer/hummer-h3/hummer-h3-dachgepaecktraeger/hummer-h3-dachgepaecktraeger-upracks/upracks-dachtraeger-alu-schwarz-1786-x-1287mm-ohne-fusssatz.html,mittel,"Wert bei zwei unabhaengigen Haendlern identisch (ks-tuning, allrad-nord). Keine Traglastangabe des Herstellers fuer das Traegersystem.","allrad-nord.de, daktec.de, 4x4kiefer.de, mehari-offroad.de"
Upracks,Alu-Dachträger Plattform,"Plattform, schwarz pulverbeschichtet, geschweißt",Offroad-Plattform,IT,Plattform ohne Fußsatz; fahrzeugspezifische/Regenrinnen-Fußsätze separat,178.6,147.7,22,,,,1070.0,https://www.upracks.it/,https://allrad-nord.de/produkt/upracks-dachtraeger-alu-schwarz-1786-x-1477mm-ohne-fusssatz/,mittel,"Upracks veroeffentlicht keine Traglast des Traegersystems, nur Verweis auf max. Dachlast des Fahrzeugs. Eigengewicht aus Haendler-Produktdaten (Herstellertext).","allrad-nord.de, daktec.de, 4x4kiefer.de, mehari-offroad.de"
Upracks,Alu-Dachträger Plattform,"Plattform, schwarz pulverbeschichtet, geschweißt",Offroad-Plattform,IT,Plattform ohne Fußsatz; fahrzeugspezifische/Regenrinnen-Fußsätze separat,195.0,147.7,28,,,,1119.0,https://www.upracks.it/,https://allrad-nord.de/produkt/upracks-dachtraeger-alu-schwarz-1950-x-1477mm-ohne-fusssatz-kopie/,mittel,"Upracks veroeffentlicht keine Traglast des Traegersystems, nur Verweis auf max. Dachlast des Fahrzeugs. Eigengewicht aus Haendler-Produktdaten (Herstellertext).","allrad-nord.de, daktec.de, 4x4kiefer.de, mehari-offroad.de"
Upracks,Alu-Dachträger Plattform,"Plattform, schwarz pulverbeschichtet, geschweißt",Offroad-Plattform,IT,Plattform ohne Fußsatz; fahrzeugspezifische/Regenrinnen-Fußsätze separat,213.9,128.7,26,,,,1135.0,https://www.upracks.it/,https://allrad-nord.de/produkt/upracks-dachtraeger-alu-schwarz-2139-x-1287mm-ohne-fusssatz/,mittel,"Upracks veroeffentlicht keine Traglast des Traegersystems, nur Verweis auf max. Dachlast des Fahrzeugs. Eigengewicht aus Haendler-Produktdaten (Herstellertext).","allrad-nord.de, daktec.de, 4x4kiefer.de, mehari-offroad.de"
